lb,ub,bb_nodes,time,n_movements,n_reconfigurations,max_capacity,avg_capacity,n_shelves_used,gap,n_shelves,n_crops,n_time_units,instance_n,demand_mult,model
4,4,0,0.908918945,22.566666667,5.285714286,0.428571429,0.319612591,0.571428571,0.0,7,1,60,356,1.9,used-shelves
3,3,0,3.949432129,6.290322581,0.333333333,0.287037037,0.169245195,1.0,0.0,9,2,80,154,1.4,reconfigurations
240,240,7437,7.562435791,3.228070175,14.571428570999998,1.0,0.653753027,1.0,0.0,7,2,60,366,2.0,unmet-demand
10,10,1481,5.516088867000001,14.092592593,11.416666667000001,0.340277778,0.190225035,0.833333333,0.0,12,3,80,19,1.0,used-shelves
6,6,2365,34.267356201,1.337837838,0.5,0.381944444,0.195499297,1.0,0.0,12,4,80,102,1.2,reconfigurations
8,8,0,1.307803955,13.415384615,6.833333333,0.39583333299999995,0.215277778,0.666666667,0.0,12,2,80,257,1.7,used-shelves
119,119,3046,7.242420898,6.057416268,18.888888889,0.833333333,0.4899203,1.0,0.0,9,2,80,190,1.5,unmet-demand
176,176,41799,141.923448975,7.698360656,19.777777778,0.944444444,0.529184248,1.0,0.0,9,3,80,126,1.3,unmet-demand
56,56,6258,7.953468994,10.75308642,21.0,0.981481481,0.43483356799999995,1.0,0.0,9,2,80,112,1.3,unmet-demand
98,98,4797,3.13450293,4.064257028,16.714285714000003,0.94047619,0.45702179200000004,1.0,0.0,7,2,60,336,1.9,unmet-demand
288,288,4801,5.1225258789999994,4.782758621,16.583333333,1.0,0.6567796610000001,1.0,0.0,12,2,60,296,1.8,unmet-demand
0,95,11205,3600.0,1.532258065,13.083333332999999,0.26388888899999996,0.153656821,1.0,1.0,12,4,80,103,1.2,movements
121,121,6078,7.800886963,6.818584071,21.428571429,0.9642857140000001,0.553797468,1.0,0.0,7,2,80,291,1.8,unmet-demand
74,74,6316,10.575351074,7.639053253999999,22.142857143,0.94047619,0.501054852,1.0,0.0,7,2,80,3,1.0,unmet-demand
0,0,0,0.7501271970000001,7.3636363639999995,0.0,0.430555556,0.24670433100000003,0.916666667,0.0,12,2,60,224,1.6,reconfigurations
0,191,37114,3600.0,2.448717949,15.777777777999999,0.46296296299999995,0.22620722,1.0,1.0,9,3,80,98,1.2,movements
233,233,2387,8.489047119,6.84962406,26.0,1.0,0.5413150489999999,1.0,0.0,12,3,80,199,1.5,unmet-demand
7,7,981,3.473745117,10.468085106,13.444444444,0.481481481,0.249648383,0.7777777779999999,0.0,9,3,80,314,1.8,used-shelves
90,90,201605,587.26298291,8.242574257000001,19.111111111,0.953703704,0.45944678899999997,1.0,0.0,9,3,80,90,1.2,unmet-demand
0,1,0,2.134579834,9.27027027,0.071428571,0.369047619,0.195147679,1.0,1.0,7,2,80,183,1.5,reconfigurations
59,59,58471,30.217300049000002,5.825531915,14.857142857000001,0.9523809520000001,0.6860371270000001,1.0,0.0,7,2,60,120,1.3,unmet-demand
103,103,46370,52.301814941,6.25,20.111111111,0.990740741,0.683458883,1.0,0.0,9,3,60,344,1.9,unmet-demand
5,5,0,0.806866943,6.101123596,2.583333333,0.319444444,0.164732771,0.41666666700000005,0.0,12,2,80,125,1.3,used-shelves
166,166,3397,6.206479004,5.43718593,20.333333333,1.0,0.5838041429999999,1.0,0.0,9,3,60,380,2.0,unmet-demand
0,4,180384,3600.0,0.060606060999999996,7.416666667,0.291666667,0.175376648,1.0,1.0,12,2,60,44,1.1,movements
2,2,199,10.458915038999999,1.160493827,0.166666667,0.28472222199999997,0.18037974699999998,1.0,0.0,12,4,80,138,1.3,reconfigurations
3,3,13,3.4533188480000003,4.161290323,0.333333333,0.287037037,0.166901078,1.0,0.0,9,2,80,46,1.1,reconfigurations
127,127,2040,1.243364014,6.523690772999999,16.166666667,1.0,0.625,1.0,0.0,12,2,60,158,1.4,unmet-demand
0,0,0,0.818048828,3.42,0.0,0.41666666700000005,0.174929677,0.75,0.0,12,2,80,377,2.0,reconfigurations
123,129,192751,3600.0,6.908415842,26.583333333000002,0.895833333,0.546325598,1.0,0.046511627906976744,12,4,80,100,1.2,unmet-demand
318,318,1280524,3499.391499023,4.432320442,23.833333333000002,0.993055556,0.723452883,1.0,0.0,12,4,80,354,1.9,unmet-demand
10,10,4851,20.850328857,12.313953488,20.666666667,0.381944444,0.230133615,0.833333333,0.0,12,4,80,210,1.5,used-shelves
4,44,94664,3600.0,0.235294118,11.333333332999999,0.465277778,0.29825949399999996,1.0,0.9090909090909091,12,2,80,341,1.9,movements
0,0,0,23.27046582,0.0,7.75,0.215277778,0.111111111,1.0,0.0,12,2,80,17,1.0,movements
6,6,3252,3.077135986,12.6,13.0,0.523809524,0.307707829,0.857142857,0.0,7,2,60,294,1.8,used-shelves
4,4,238,0.35298315399999997,18.319444444000002,11.857142857000001,0.9714285709999999,0.7244552059999999,1.0,0.0,7,1,60,248,1.6,unmet-demand
167,173,605922,3600.0,6.367753623,17.333333333,0.9722222220000001,0.6966420529999999,1.0,0.03468208092485549,12,3,80,279,1.7,unmet-demand
9,9,2390,7.598174072000001,11.189473684000001,13.833333332999999,0.39583333299999995,0.228199719,0.75,0.0,12,3,80,239,1.6,used-shelves
204,204,8,1.704480957,4.897959183999999,25.222222222,0.833333333,0.46413502100000004,1.0,0.0,9,2,80,298,1.8,unmet-demand
5,5,626,1.5588449709999999,8.857142857000001,10.0,0.34259259299999995,0.17890772100000002,0.5555555560000001,0.0,9,2,60,13,1.0,used-shelves
97,97,14319,36.694182129,5.862068966,29.888888889,0.8611111109999999,0.55684482,1.0,0.0,9,3,80,238,1.6,unmet-demand
6,6,2906,3.4657880860000003,9.070422535,13.857142857000001,0.41666666700000005,0.28753026600000003,0.857142857,0.0,7,2,60,228,1.6,used-shelves
2,2,46313,132.963796875,0.019607843,7.777777778,0.481481481,0.21378340399999998,1.0,0.0,9,2,80,376,2.0,movements
1,1,28,3.323615967,6.140350877,0.14285714300000002,0.55952381,0.249192897,1.0,0.0,7,2,60,12,1.0,reconfigurations
7,7,0,1.5995959469999999,10.675,9.888888889,0.34259259299999995,0.177684013,0.7777777779999999,0.0,9,2,80,328,1.9,used-shelves
12,12,3134,9.295639892999999,11.630252100999998,22.666666666999998,0.513888889,0.29825949399999996,1.0,0.0,12,4,80,282,1.7,used-shelves
6,6,10,0.83050708,4.287878788,7.222222222,0.537037037,0.289498359,0.666666667,0.0,9,2,80,376,2.0,used-shelves
8,8,34306,66.889047119,15.595238095,18.888888889,0.333333333,0.18389592100000002,0.8888888890000001,0.0,9,3,80,270,1.7,used-shelves
181,181,1678,2.313898926,8.281767956,19.666666667,1.0,0.556874121,1.0,0.0,12,2,80,77,1.2,unmet-demand
0,0,0,1.2133571779999999,4.2,0.0,0.35714285700000004,0.184624697,1.0,0.0,7,2,60,42,1.1,reconfigurations
0,0,0,2.246318115,1.8064516130000001,0.0,0.215277778,0.121659634,1.0,0.0,12,2,80,83,1.2,reconfigurations
4,4,96,5.040306885,0.012820513,0.444444444,0.5277777779999999,0.28719397399999996,1.0,0.0,9,2,60,223,1.6,reconfigurations
8,8,132119,2263.6363730470002,2.8560000000000003,0.666666667,0.5625,0.279975387,1.0,0.0,12,4,80,280,1.7,reconfigurations
1,1,13,3.1709428710000003,1.166666667,0.14285714300000002,0.6190476189999999,0.28853914399999997,1.0,0.0,7,2,60,336,1.9,reconfigurations
4,4,0,0.781913086,0.0,4.571428571,0.380952381,0.146925859,0.571428571,0.0,7,2,80,231,1.6,used-shelves
0,4,259022,3600.0,0.063492063,6.416666667,0.291666667,0.153601695,1.0,1.0,12,2,60,50,1.1,movements
0,24,171047,3600.0,0.857142857,8.555555556,0.25925925899999996,0.149085795,1.0,1.0,9,2,80,10,1.0,movements
5,5,210,1.443056885,5.01369863,0.7142857140000001,0.69047619,0.313761098,1.0,0.0,7,2,60,300,1.8,reconfigurations
0,55,52433,3600.0,0.514018692,12.0,0.368055556,0.220991561,1.0,1.0,12,3,80,99,1.2,movements
307,307,185,0.788915039,3.692780338,14.333333332999999,1.0,0.63559322,1.0,0.0,12,2,60,338,1.9,unmet-demand
300,300,0,0.585302002,6.621621622,21.833333333000002,1.0,0.5932203389999999,1.0,0.0,12,2,60,362,2.0,unmet-demand
1,12,243600,3600.0,0.387096774,6.8888888889999995,0.287037037,0.182988073,1.0,0.9166666666666666,9,2,60,145,1.4,movements
5,5,559459,3124.682753174,0.1,7.777777778,0.25925925899999996,0.116619784,1.0,0.0,9,2,80,52,1.1,movements
275,275,7086,22.810639893,5.199376947,22.333333333000002,0.993055556,0.666754571,1.0,0.0,12,4,80,353,1.9,unmet-demand
71,71,4933,3.358541016,10.362694301,18.583333333,0.8472222220000001,0.492967651,1.0,0.0,12,2,80,191,1.5,unmet-demand
6,6,2378,7.6160561520000005,11.107142857000001,18.111111111,0.305555556,0.16174402300000001,0.666666667,0.0,9,3,80,62,1.1,used-shelves
12,12,2439,7.189187988,20.344086022,15.416666667000001,0.645833333,0.44656308899999997,1.0,0.0,12,2,60,254,1.7,used-shelves
6,48,165786,3600.0,1.92,9.714285713999999,0.297619048,0.165762508,1.0,0.875,7,2,80,81,1.2,movements
15,15,18295,54.214594971000004,11.383561644,1.25,0.5069444439999999,0.325094162,1.0,0.0,12,2,60,110,1.3,reconfigurations
6,6,413,2.290210937,19.242424242000002,14.857142857000001,0.39285714299999996,0.262106538,0.857142857,0.0,7,2,60,108,1.3,used-shelves
72,72,203,0.327441162,5.069230769,10.285714286000001,1.0,0.569007264,1.0,0.0,7,1,60,34,1.0,unmet-demand
4,4,1376,7.433309082,0.243243243,0.571428571,0.44047619,0.27764326100000003,1.0,0.0,7,2,60,0,1.0,reconfigurations
0,0,0,0.95759082,7.359375,0.0,0.222222222,0.097310127,0.583333333,0.0,12,2,80,17,1.0,reconfigurations
8,8,43701,475.248242188,1.9243697480000002,0.666666667,0.548611111,0.288414205,1.0,0.0,12,4,80,245,1.6,reconfigurations
10,10,7389,38.319422119,4.252427184,0.833333333,0.513888889,0.324623352,1.0,0.0,12,3,60,237,1.6,reconfigurations
5,5,0,0.73938501,6.92,7.285714286,0.47619047600000003,0.226039783,0.7142857140000001,0.0,7,2,80,375,2.0,used-shelves
8,8,0,2.904544922,6.974358973999999,1.142857143,0.46428571399999996,0.267631103,1.0,0.0,7,2,80,81,1.2,reconfigurations
15,24,733448,3600.0,0.263736264,7.428571429,0.5476190479999999,0.275423729,1.0,0.375,7,1,60,34,1.0,movements
160,160,201198,579.481541992,6.765202703,25.166666666999998,0.993055556,0.717299578,1.0,0.0,12,3,80,313,1.8,unmet-demand
4,4,57,0.841916992,6.157458564,8.083333332999999,1.0,0.528041491,1.0,0.0,12,2,80,53,1.1,unmet-demand
4,4,3771,31.685339110999998,6.904761905,0.444444444,0.333333333,0.18389592100000002,1.0,0.0,9,3,80,270,1.7,reconfigurations
41,41,466171,493.45798095699996,8.34765625,24.166666666999998,0.875,0.48347398,1.0,0.0,12,3,80,23,1.0,unmet-demand
6,6,1287,5.087441895,16.714285714000003,7.8888888889999995,0.166666667,0.091420534,0.666666667,0.0,9,3,80,18,1.0,used-shelves
154,154,220,0.880912109,5.245614035,12.555555556,1.0,0.631153305,1.0,0.0,9,2,80,340,1.9,unmet-demand
2,2,3,5.020230957,0.0,0.222222222,0.324074074,0.167487107,1.0,0.0,9,2,80,40,1.1,reconfigurations
47,47,435643,203.15385205099997,9.084415584,19.857142857,0.9285714290000001,0.564345992,1.0,0.0,7,2,80,111,1.3,unmet-demand
10,10,945,2.641800049,9.67114094,14.333333332999999,0.5625,0.300984529,0.833333333,0.0,12,3,80,351,1.9,used-shelves
73,73,716948,978.68114502,7.284,18.666666667,0.9259259259999999,0.5673258000000001,1.0,0.0,9,3,60,128,1.3,unmet-demand
7,7,5539,4.283246094,5.78,5.833333333,0.41666666700000005,0.270715631,0.583333333,0.0,12,2,60,158,1.4,used-shelves
116,116,0,0.49942797899999997,6.4,15.142857142999999,1.0,0.5932203389999999,1.0,0.0,7,1,60,249,1.6,unmet-demand
10,10,2412,9.879145996,13.0,12.5,0.513888889,0.323210923,0.833333333,0.0,12,3,60,381,2.0,used-shelves
87,87,2826,5.33052002,8.72611465,22.142857143,0.833333333,0.46413502100000004,1.0,0.0,7,2,80,117,1.3,unmet-demand
7,7,4835,13.314696777,13.030769230999999,13.555555556,0.481481481,0.29519774,0.7777777779999999,0.0,9,3,60,164,1.4,used-shelves
87,87,7127,8.246672852,9.708994709,18.111111111,0.944444444,0.5602636529999999,1.0,0.0,9,2,60,145,1.4,unmet-demand
1,28,193386,3600.0,0.9032258059999999,8.857142857000001,0.321428571,0.167872212,1.0,0.9642857142857143,7,2,80,75,1.2,movements
6,6,0,0.9030180659999999,8.714285713999999,11.142857142999999,0.642857143,0.307909605,0.857142857,0.0,7,2,60,366,2.0,used-shelves
6,6,763,2.760962891,8.307692308,9.833333332999999,0.215277778,0.125175809,0.5,0.0,12,3,80,63,1.1,used-shelves
0,163,17189,3600.0,1.811111111,10.5,0.5,0.28719397399999996,1.0,1.0,12,3,60,237,1.6,movements
9,9,11128,75.815510986,9.636363636,1.0,0.509259259,0.334588826,1.0,0.0,9,2,60,73,1.2,reconfigurations
398,398,0,0.601047119,3.402649007,15.0,1.0,0.63029661,1.0,0.0,12,2,60,302,1.8,unmet-demand
1,2,293005,3600.0,0.048780488,6.222222222,0.27777777800000003,0.16682360300000001,1.0,0.5,9,3,60,344,1.9,movements
4,52,73257,3600.0,1.1063829790000002,9.714285713999999,0.35714285700000004,0.20682001600000002,1.0,0.9230769230769231,7,2,60,78,1.2,movements
302,302,2407,8.912100098,4.609756098,27.083333333000002,0.9861111109999999,0.6258790439999999,1.0,0.0,12,3,80,383,2.0,unmet-demand
1,1,1916,9.856788086,9.0,0.111111111,0.481481481,0.251758087,1.0,0.0,9,3,80,314,1.8,reconfigurations
10,10,4757,5.688843994,13.35,16.666666667,0.5277777779999999,0.330872011,0.833333333,0.0,12,3,80,383,2.0,used-shelves
0,0,0,2.7155759280000002,7.448275862000001,0.0,0.5347222220000001,0.319562147,1.0,0.0,12,2,60,296,1.8,reconfigurations
7,7,3290,4.688748047,16.441860465,20.285714285999997,0.511904762,0.334543987,1.0,0.0,7,2,60,252,1.7,used-shelves
0,107,26270,3600.0,0.981651376,12.25,0.409722222,0.242967651,1.0,1.0,12,3,80,27,1.0,movements
148,148,47,1.5694121090000002,5.916666667,16.0,0.851851852,0.502578528,1.0,0.0,9,2,80,370,2.0,unmet-demand
1,1,0,0.35311499,7.473214286,0.14285714300000002,0.7142857140000001,0.33898305100000004,1.0,0.0,7,1,60,142,1.3,reconfigurations
8,8,95,1.95514502,13.604166667000001,10.666666667000001,0.444444444,0.261603376,0.8888888890000001,0.0,9,2,80,190,1.5,used-shelves
2,2,534,2.2633969730000003,5.5,0.28571428600000004,0.333333333,0.197740113,1.0,0.0,7,1,60,141,1.3,reconfigurations
6,6,4867,19.552640137,6.407407407000001,0.5,0.375,0.241525424,1.0,0.0,12,2,60,218,1.6,reconfigurations
187,196,400052,3600.0,5.578651685,27.833333333000002,0.9236111109999999,0.626758087,1.0,0.04591836734693878,12,4,80,244,1.6,unmet-demand
0,0,0,1.264332031,5.301204819,0.0,0.324074074,0.174636662,0.7777777779999999,0.0,9,2,80,196,1.5,reconfigurations
0,42,90461,3600.0,1.135135135,9.222222222000001,0.25925925899999996,0.144067797,1.0,1.0,9,3,60,56,1.1,movements
4,4,808,5.112802002,2.8680555560000003,0.333333333,0.513888889,0.286392405,1.0,0.0,12,3,80,313,1.8,reconfigurations
92,92,3015,1.6856411130000002,6.1850746270000005,18.0,0.9722222220000001,0.637947269,1.0,0.0,9,2,60,43,1.1,unmet-demand
2,16,223461,3600.0,0.326530612,7.714285714,0.44047619,0.216908797,1.0,0.875,7,2,60,156,1.4,movements
215,215,300987,1523.2040349120002,6.574780059,27.333333333000002,0.953703704,0.516877637,1.0,0.0,9,3,80,306,1.8,unmet-demand
110,110,5998,5.354687012,5.66180758,15.222222222000001,1.0,0.589296924,1.0,0.0,9,2,60,331,1.9,unmet-demand
182,183,4397844,3600.0,7.903133903,21.75,0.9722222220000001,0.516877637,1.0,0.00546448087431694,12,3,80,19,1.0,unmet-demand
3,3,599,7.3646000979999995,6.553398057999999,0.25,0.409722222,0.231891702,1.0,0.0,12,3,80,95,1.2,reconfigurations
4,4,1339,7.428335937000001,4.885714286,0.571428571,0.571428571,0.30064568199999997,1.0,0.0,7,2,60,366,2.0,reconfigurations
66,71,1606289,3600.0,7.187878788,24.888888889,0.907407407,0.654594468,1.0,0.07042253521126761,9,3,80,132,1.3,unmet-demand
444,444,5214,3.05249707,4.051373955,17.083333333,1.0,0.72210452,1.0,0.0,12,2,60,332,1.9,unmet-demand
8,8,1493,3.638046875,8.848484848,13.916666667000001,0.347222222,0.209300281,0.666666667,0.0,12,3,80,61,1.1,used-shelves
7,7,5913,54.075214111,3.2790697669999997,0.583333333,0.47916666700000005,0.251054852,1.0,0.0,12,4,80,175,1.4,reconfigurations
4,4,3493,19.080905029,0.927536232,0.333333333,0.41666666700000005,0.24287974699999998,1.0,0.0,12,3,80,163,1.4,reconfigurations
81,81,0,0.21373291,8.079470199,15.142857142999999,1.0,0.745762712,1.0,0.0,7,1,60,320,1.8,unmet-demand
6,6,2708,5.492330077999999,7.830188679,16.0,0.41666666700000005,0.23708636,0.857142857,0.0,7,2,60,222,1.6,used-shelves
0,0,0,5.279037109,0.0,9.285714286000001,0.321428571,0.14978903,1.0,0.0,7,2,80,231,1.6,movements
5,5,6613,25.030150146,10.377777777999999,0.41666666700000005,0.3125,0.200211864,1.0,0.0,12,2,60,2,1.0,reconfigurations
11,12,197851,3600.0,4.9495798319999995,1.0,0.513888889,0.29825949399999996,1.0,0.08333333333333333,12,4,80,282,1.7,reconfigurations
202,202,969,3.853311035,4.781563126,23.0,0.981481481,0.556141585,1.0,0.0,9,3,80,346,1.9,unmet-demand
0,65,53340,3600.0,0.560344828,9.916666667000001,0.708333333,0.367088608,1.0,1.0,12,2,80,365,2.0,movements
17,17,0,0.791005127,8.136363636,15.444444444,1.0,0.550281294,1.0,0.0,9,2,80,124,1.3,unmet-demand
4,4,0,0.605976074,16.588235294,8.428571429,0.404761905,0.240112994,0.571428571,0.0,7,1,60,357,1.9,used-shelves
7,7,0,1.940440186,13.217391304000001,13.555555556,0.351851852,0.198898265,0.7777777779999999,0.0,9,2,80,112,1.3,used-shelves
9,9,2172,6.226375977000001,11.140495868,16.083333333,0.513888889,0.264855837,0.75,0.0,12,3,80,277,1.7,used-shelves
1,44,63232,3600.0,0.9361702129999999,12.333333332999999,0.268518519,0.174636662,1.0,0.9772727272727273,9,3,80,130,1.3,movements
10,10,741,2.788154053,11.926829267999999,9.083333332999999,0.5694444439999999,0.28287623100000003,0.833333333,0.0,12,2,80,365,2.0,used-shelves
0,0,0,4.585223145,1.341176471,0.0,0.333333333,0.17844585100000002,1.0,0.0,12,4,80,67,1.1,reconfigurations
145,145,7765,3.6363818360000004,5.0046948360000005,12.166666667000001,0.9722222220000001,0.49611581899999996,1.0,0.0,12,2,60,80,1.2,unmet-demand
5,5,630,6.5181640629999995,4.8636363639999995,0.7142857140000001,0.523809524,0.319814366,1.0,0.0,7,2,60,324,1.9,reconfigurations
2,2,0,0.42103784200000005,0.0,1.428571429,0.047619048,0.038577456,0.28571428600000004,0.0,7,1,80,179,1.4,used-shelves
6,6,330,1.667121094,4.033333333,5.857142857,0.27380952399999997,0.166968053,0.857142857,0.0,7,2,80,147,1.4,used-shelves
2,2,0,0.388906982,0.0,1.571428571,0.035714286,0.028933092,0.28571428600000004,0.0,7,1,80,107,1.2,used-shelves
7,7,1455,3.563612061,16.625,1.0,0.342857143,0.255690073,1.0,0.0,7,1,60,320,1.8,reconfigurations
228,228,476,0.80662793,4.357293868999999,16.333333333,1.0,0.589296924,1.0,0.0,9,2,60,337,1.9,unmet-demand
73,74,2385678,3600.0,11.869109948,16.583333333,0.8125,0.452531646,1.0,0.013513513513513514,12,2,80,47,1.1,unmet-demand
6,6,2722,5.00448999,8.654545455,16.857142857,0.428571429,0.214891041,0.857142857,0.0,7,2,60,84,1.2,used-shelves
6,6,4947,33.239832031,6.022222222000001,0.666666667,0.41666666700000005,0.27259887,1.0,0.0,9,2,60,181,1.5,reconfigurations
128,128,1335,2.564548828,6.1616161620000005,20.857142857,0.833333333,0.46413502100000004,1.0,0.0,7,2,80,225,1.6,unmet-demand
220,220,4652,6.120926025,4.25631068,12.777777777999999,1.0,0.694444444,1.0,0.0,9,2,60,229,1.6,unmet-demand
2,2,845,4.404021973,4.348623853,0.166666667,0.375,0.217387482,1.0,0.0,12,3,80,169,1.4,reconfigurations
6,6,11,2.977339111,9.606741572999999,0.5,0.6180555560000001,0.29676512,1.0,0.0,12,2,80,329,1.9,reconfigurations
0,0,0,0.8285849609999999,6.64893617,0.0,0.36111111100000004,0.17100328199999998,1.0,0.0,9,2,80,304,1.8,reconfigurations
9,9,8075,45.79853418,1.14893617,0.75,0.48611111100000004,0.222925457,1.0,0.0,12,4,80,247,1.6,reconfigurations
3,3,0,4.371677002,1.0,1.142857143,0.035714286,0.028933092,0.28571428600000004,0.0,7,1,80,215,1.5,movements
0,0,0,1.9610979,6.965116279,0.0,0.402777778,0.17747890300000002,1.0,0.0,12,3,80,171,1.4,reconfigurations
138,138,4920,2.857154053,4.7457044669999995,20.428571429,1.0,0.608353511,1.0,0.0,7,2,60,222,1.6,unmet-demand
12,12,2458,14.308255859,8.311926606,18.666666667,0.472222222,0.272239803,1.0,0.0,12,4,80,352,1.9,used-shelves
0,0,0,0.776077881,7.23364486,0.0,0.347222222,0.158315752,0.666666667,0.0,12,2,80,269,1.7,reconfigurations
117,117,2270,2.195671875,9.575289575,17.5,0.9861111109999999,0.595574388,1.0,0.0,12,2,60,182,1.5,unmet-demand
6,6,365,4.530252197,5.757575758,0.857142857,0.39285714299999996,0.262106538,1.0,0.0,7,2,60,108,1.3,reconfigurations
0,0,0,2.05688916,0.0,0.0,0.175925926,0.08884200699999999,0.7777777779999999,0.0,9,2,80,4,1.0,reconfigurations
7,7,2512,16.569453125,10.963636364000001,14.555555556,0.37037037,0.24215317,0.7777777779999999,0.0,9,3,60,128,1.3,used-shelves
5,5,0,1.113500977,4.619047619,8.285714286000001,0.369047619,0.211864407,0.7142857140000001,0.0,7,2,60,48,1.1,used-shelves
7,7,2293,3.748386963,17.451612903,13.777777777999999,0.287037037,0.169245195,0.7777777779999999,0.0,9,2,80,154,1.4,used-shelves
5,5,0,1.324499023,0.0,3.142857143,0.369047619,0.195147679,0.7142857140000001,0.0,7,2,80,183,1.5,used-shelves
17,17,5712,20.63050708,11.506097560999999,1.4166666669999999,0.743055556,0.466101695,1.0,0.0,12,2,60,332,1.9,reconfigurations
6,6,4141,19.569156006,1.011363636,0.666666666,0.5,0.298179535,1.0,0.0,9,2,60,187,1.5,reconfigurations
87,87,2591,3.407292969,11.050847458,19.333333333,0.833333333,0.46413502100000004,1.0,0.0,9,2,80,10,1.0,unmet-demand
1,1,0,0.29676001,1.118644068,0.14285714300000002,0.6785714290000001,0.35714285700000004,1.0,0.0,7,1,60,322,1.8,reconfigurations
6,6,3858,23.610952148000003,2.8840579710000003,0.666666667,0.37037037,0.214369433,1.0,0.0,9,3,80,22,1.0,reconfigurations
85,85,2947,7.617237061,8.2875,18.0,0.892857143,0.584140436,1.0,0.0,7,2,60,288,1.8,unmet-demand
3,3,28,6.304810058999999,2.240506329,0.333333333,0.398148148,0.21729957800000002,1.0,0.0,9,3,80,96,1.2,reconfigurations
3,3,403,5.583255127,3.814814815,0.333333333,0.5,0.23452883300000002,1.0,0.0,9,2,80,220,1.6,reconfigurations
1,1,0,2.0991499019999997,0.62962963,0.111111111,0.287037037,0.165260197,1.0,0.0,9,3,80,238,1.6,reconfigurations
8,8,6795,14.418965088,0.6777777779999999,0.666666667,0.694444444,0.45433145,1.0,0.0,12,2,60,374,2.0,reconfigurations
4,4,2426,12.504791015999999,4.830508475,0.444444444,0.398148148,0.242310107,1.0,0.0,9,3,60,236,1.6,reconfigurations
